,accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,accident_severity_num,accident_severity_inv,date2,date_original,vehicle_reference_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,vehicle_reference_y,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,accident_year_x,accident_reference_x,local_authority_ons_district,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,trunk_road_flag,accident_year_y,accident_reference_y,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,first_point_of_impact,vehicle_left_hand_drive,generic_make_model,accident_year,accident_reference,year,month,severity,hours
126175,2016010004728,532500.0,184160.0,-0.090772,51.540741,1,Slight,1,1,2016-02-12,Friday,18:24,Islington,E09000019,6,0,3,20.0,6,4,6,0,,,4,1,2,0,0,1,1,E01002722,3,1,02/12/2016,02/12/2016,1,9,0,4,,5,0,0,0,0,,,6,Male,34,26 - 35,1498,1,5,3,1,,1,1,3,2,60,9,3,6,9,0,0,2,0,1,2,2016.0,010004728,E09000019,0.0,4.0,2.0,2016.0,010004728,7.0,3.0,0.0,1.0,1.0,-1,2016.0,010004728,2016,2,1,18
126187,2016010004741,529710.0,182670.0,-0.131529,51.527999,1,Serious,1,2,2016-02-12,Friday,18:20,Camden,E09000007,3,4200,6,20.0,3,1,6,0,,,4,1,2,0,0,1,1,E01000956,2,2,02/12/2016,02/12/2016,1,5,0,4,,1,1,0,0,0,,,6,Male,24,21 - 25,599,1,17,7,1,,1,1,1,1,24,5,2,0,0,0,0,0,5,1,7,2016.0,010004741,E09000007,0.0,5.0,2.0,2016.0,010004741,7.0,3.0,0.0,4.0,1.0,-1,2016.0,010004741,2016,2,4,18
126188,2016010004742,526550.0,181040.0,-0.177643,51.514066,1,Slight,2,1,2016-02-12,Friday,19:45,Westminster,E09000033,5,0,6,30.0,6,2,4,410,,,4,8,2,0,0,1,1,E01004681,3,1,02/12/2016,02/12/2016,1,3,0,4,,1,0,0,0,0,,,2,Male,20,16 - 20,125,1,5,1,1,,1,1,1,1,20,4,3,0,0,0,0,0,3,1,1,2016.0,010004742,E09000033,0.0,5.0,2.0,2016.0,010004742,1.0,5.0,0.0,2.0,1.0,-1,2016.0,010004742,2016,2,1,19
126190,2016010004746,532980.0,190790.0,-0.081347,51.600209,1,Slight,2,3,2016-02-12,Friday,20:40,Haringey,E09000014,3,10,6,30.0,0,-1,-1,-1,,,4,2,2,0,0,1,1,E01002095,3,1,02/12/2016,02/12/2016,1,9,0,16,,0,0,0,0,0,,,6,Male,22,21 - 25,2148,2,12,2,1,,1,1,1,1,22,5,3,0,0,0,0,0,9,1,2,2016.0,010004746,E09000014,0.0,0.0,2.0,2016.0,010004746,7.0,3.0,0.0,1.0,1.0,-1,2016.0,010004746,2016,2,3,20
126191,2016010004747,531320.0,163200.0,-0.115549,51.352653,1,Slight,2,1,2016-01-12,Tuesday,18:20,Croydon,E09000008,3,23,6,40.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01001173,3,1,01/12/2016,01/12/2016,1,5,0,18,,0,0,0,0,0,,,6,Male,33,26 - 35,599,1,8,7,1,,1,1,1,1,33,6,3,0,0,0,0,0,5,1,7,2016.0,010004747,E09000008,0.0,0.0,2.0,2016.0,010004747,5.0,5.0,0.0,1.0,1.0,-1,2016.0,010004747,2016,1,1,18
126195,2016010004752,526350.0,193310.0,-0.176115,51.624381,1,Slight,2,1,2016-02-12,Friday,18:50,Barnet,E09000003,3,1000,6,30.0,0,-1,-1,-1,,,4,2,2,0,0,1,1,E01000284,3,1,02/12/2016,02/12/2016,1,4,0,13,,0,0,0,0,0,,,2,Male,26,26 - 35,125,1,0,5,1,,1,1,1,1,26,6,3,0,0,0,0,0,4,1,5,2016.0,010004752,E09000003,0.0,8.0,2.0,2016.0,010004752,1.0,5.0,0.0,1.0,1.0,-1,2016.0,010004752,2016,2,1,18
126199,2016010004757,529970.0,180740.0,-0.128494,51.510594,1,Slight,2,1,2016-02-12,Friday,20:56,Westminster,E09000033,3,400,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01004734,3,1,02/12/2016,02/12/2016,1,5,0,14,,8,0,0,7,10,,,2,Male,28,26 - 35,1299,1,11,2,1,,1,1,1,1,28,6,3,0,0,0,0,0,5,1,2,2016.0,010004757,E09000033,0.0,1.0,2.0,2016.0,010004757,5.0,1.0,0.0,4.0,1.0,-1,2016.0,010004757,2016,2,1,20
126205,2016010004767,525480.0,195780.0,-0.187791,51.646773,1,Slight,2,1,2016-03-12,Saturday,00:01,Barnet,E09000003,3,1000,3,30.0,3,4,3,1000,,,4,1,2,0,0,1,1,E01000268,3,1,03/12/2016,03/12/2016,1,9,0,9,,6,1,0,0,0,,,6,Female,24,21 - 25,1390,1,5,7,1,,1,1,1,2,24,5,3,0,0,0,0,0,9,1,7,2016.0,010004767,E09000003,0.0,0.0,2.0,2016.0,010004767,2.0,5.0,0.0,4.0,1.0,-1,2016.0,010004767,2016,3,1,0
126206,2016010004768,537890.0,180570.0,-0.014502,51.507191,1,Slight,2,2,2016-03-12,Saturday,01:39,Tower Hamlets,E09000030,3,1261,3,40.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01004277,3,1,03/12/2016,03/12/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,25,21 - 25,1995,2,9,2,1,,1,1,1,1,25,5,3,0,0,0,0,0,9,1,2,2016.0,010004768,E09000030,0.0,0.0,2.0,2016.0,010004768,7.0,3.0,0.0,1.0,1.0,-1,2016.0,010004768,2016,3,2,1
126209,2016010004775,536830.0,170490.0,-0.033664,51.416865,1,Slight,2,1,2016-03-12,Saturday,01:12,Bromley,E09000006,6,0,6,30.0,3,4,6,0,,,4,1,2,0,0,1,1,E01000711,3,1,03/12/2016,03/12/2016,1,3,0,18,,8,0,0,0,0,,,2,Male,18,16 - 20,108,1,0,3,1,,1,1,2,1,16,4,3,0,0,0,0,0,3,1,7,2016.0,010004775,E09000006,0.0,0.0,2.0,2016.0,010004775,5.0,5.0,0.0,2.0,1.0,-1,2016.0,010004775,2016,3,1,1
126210,2016010004776,509460.0,179240.0,-0.424384,51.501454,1,Slight,3,2,2016-03-12,Saturday,04:02,Hillingdon,E09000017,3,437,6,30.0,3,2,3,437,,,4,1,2,0,0,1,1,E01002407,3,1,03/12/2016,03/12/2016,1,8,0,3,,1,0,0,0,0,,,1,Male,32,26 - 35,1910,2,8,3,1,,1,1,1,1,32,6,3,0,0,0,0,0,8,1,3,2016.0,010004776,E09000017,0.0,4.0,2.0,2016.0,010004776,7.0,3.0,0.0,2.0,1.0,-1,2016.0,010004776,2016,3,2,4
126211,2016010004780,539040.0,178010.0,0.00105,51.483905,1,Slight,4,1,2016-03-12,Saturday,03:50,Greenwich,E09000011,3,206,6,30.0,3,1,3,206,,,4,1,1,0,0,1,1,E01001664,3,1,03/12/2016,03/12/2016,1,9,0,4,,1,0,0,0,0,,,6,Female,33,26 - 35,1598,1,10,3,1,,1,1,1,2,33,6,3,0,0,0,0,0,9,1,3,2016.0,010004780,E09000011,0.0,5.0,2.0,2016.0,010004780,3.0,7.0,0.0,2.0,1.0,-1,2016.0,010004780,2016,3,1,3
126214,2016010004785,520500.0,178250.0,-0.26574,51.490313,1,Slight,2,1,2016-11-28,Monday,18:55,Hounslow,E09000018,5,0,6,30.0,0,-1,-1,-1,,,4,8,4,0,0,1,1,E01002690,3,1,28/11/2016,28/11/2016,1,9,0,4,,0,0,0,0,0,,,6,Male,19,16 - 20,1796,1,12,4,1,,2,1,1,2,42,7,3,0,0,0,0,0,1,1,9,2016.0,010004785,E09000018,0.0,1.0,2.0,2016.0,010004785,0.0,0.0,0.0,3.0,1.0,-1,2016.0,010004785,2016,11,1,18
126219,2016010004866,530190.0,172340.0,-0.128418,51.435054,1,Slight,2,1,2016-02-12,Friday,19:35,Lambeth,E09000022,3,23,3,30.0,3,4,5,0,,,4,1,2,0,0,1,1,E01003117,3,1,02/12/2016,02/12/2016,1,3,0,4,,1,0,0,0,0,,,1,Male,26,26 - 35,108,1,4,4,1,,1,1,1,1,26,6,3,0,0,0,0,0,3,1,4,2016.0,010004866,E09000022,0.0,0.0,2.0,2016.0,010004866,5.0,1.0,0.0,3.0,1.0,-1,2016.0,010004866,2016,2,1,19
126236,2016010004926,536790.0,175710.0,-0.032223,51.463784,1,Serious,2,1,2016-02-12,Friday,19:55,Lewisham,E09000023,5,0,6,20.0,6,4,6,0,,,4,2,2,0,0,1,1,E01003213,2,2,02/12/2016,02/12/2016,1,3,0,18,,1,0,0,0,0,,,6,Male,21,21 - 25,125,1,4,3,1,,1,1,1,1,21,5,2,0,0,0,0,0,3,1,3,2016.0,010004926,E09000023,0.0,8.0,2.0,2016.0,010004926,1.0,1.0,0.0,1.0,1.0,-1,2016.0,010004926,2016,2,2,19
126239,2016010004930,520210.0,180960.0,-0.268992,51.514731,1,Slight,2,2,2016-02-12,Friday,18:59,Ealing,E09000009,3,4000,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01001199,3,1,02/12/2016,02/12/2016,1,9,0,5,,2,0,0,0,0,,,6,Female,19,16 - 20,1389,1,15,4,1,,2,1,1,1,46,8,3,0,0,0,0,0,9,1,10,2016.0,010004930,E09000009,0.0,0.0,2.0,2016.0,010004930,6.0,2.0,0.0,1.0,1.0,-1,2016.0,010004930,2016,2,2,18
126253,2016010004948,527470.0,179670.0,-0.164886,51.501547,1,Slight,2,1,2016-02-12,Friday,21:06,Westminster,E09000033,3,315,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01004689,3,1,02/12/2016,02/12/2016,1,8,0,9,,8,0,0,0,0,,,1,Male,30,26 - 35,1968,2,2,2,1,,2,1,1,1,50,8,3,0,0,0,0,0,8,1,1,2016.0,010004948,E09000033,0.0,0.0,2.0,2016.0,010004948,7.0,3.0,0.0,4.0,1.0,-1,2016.0,010004948,2016,2,1,21
126264,2016010004962,533970.0,180950.0,-0.070807,51.511548,1,Serious,2,1,2016-03-12,Saturday,19:45,Tower Hamlets,E09000030,4,139,2,30.0,3,4,6,0,,,4,1,1,0,2,1,1,E01032767,2,2,03/12/2016,03/12/2016,1,2,0,9,,8,0,11,0,0,,,1,Male,22,21 - 25,125,1,0,9,1,,1,1,1,1,22,5,2,0,0,0,0,0,2,1,9,2016.0,010004962,E09000030,0.0,0.0,2.0,2016.0,010004962,5.0,1.0,0.0,1.0,1.0,-1,2016.0,010004962,2016,3,2,19
126269,2016010004968,539120.0,173690.0,0.000503,51.445065,1,Slight,3,2,2016-03-12,Saturday,20:15,Lewisham,E09000023,3,205,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003220,3,1,03/12/2016,03/12/2016,1,9,0,4,,0,0,0,0,0,,,6,Male,34,26 - 35,2000,1,11,3,1,,2,1,1,1,49,8,3,0,0,0,0,0,9,1,5,2016.0,010004968,E09000023,0.0,0.0,2.0,2016.0,010004968,3.0,2.0,0.0,1.0,1.0,-1,2016.0,010004968,2016,3,2,20
126275,2016010004975,531870.0,171560.0,-0.104553,51.427656,1,Slight,3,1,2016-03-12,Saturday,20:43,Lambeth,E09000022,3,215,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003082,3,1,03/12/2016,03/12/2016,1,9,0,18,,1,0,0,0,0,,,1,Male,31,26 - 35,-1,-1,-1,3,1,,2,1,1,2,46,8,3,0,0,0,0,0,9,1,7,2016.0,010004975,E09000022,0.0,0.0,2.0,2016.0,010004975,1.0,5.0,0.0,0.0,1.0,-1,2016.0,010004975,2016,3,1,20
126280,2016010004980,534790.0,182370.0,-0.058455,51.524114,1,Slight,2,1,2016-03-12,Saturday,23:25,Tower Hamlets,E09000030,4,135,6,30.0,9,4,6,0,,,4,1,1,0,0,1,1,E01004206,3,1,03/12/2016,03/12/2016,1,9,0,18,,6,0,0,0,0,,,6,Male,28,26 - 35,1596,1,6,1,1,,2,1,1,1,27,6,3,0,0,0,0,0,9,1,5,2016.0,010004980,E09000030,0.0,0.0,2.0,2016.0,010004980,5.0,5.0,0.0,1.0,1.0,-1,2016.0,010004980,2016,3,1,23
126285,2016010004989,542290.0,190110.0,0.052712,51.591825,1,Slight,2,3,2016-04-12,Tuesday,01:15,Redbridge,E09000026,5,0,6,30.0,3,4,6,0,,,4,8,2,0,0,1,1,E01003678,3,1,04/12/2016,04/12/2016,1,9,0,17,,6,0,0,0,0,,,6,Male,26,26 - 35,2143,2,2,2,1,,1,1,1,1,26,6,3,0,0,0,0,0,9,1,2,2016.0,010004989,E09000026,0.0,0.0,2.0,2016.0,010004989,3.0,7.0,0.0,1.0,1.0,-1,2016.0,010004989,2016,4,3,1
126286,2016010004990,543810.0,183360.0,0.071881,51.530787,1,Fatal,2,6,2016-03-12,Saturday,22:32,Newham,E09000025,3,406,3,50.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003623,1,3,03/12/2016,03/12/2016,1,9,0,11,,0,0,0,5,6,,,6,Male,19,16 - 20,-1,-1,-1,3,1,,1,1,1,1,19,4,2,0,0,0,0,0,9,1,3,2016.0,010004990,E09000025,0.0,0.0,2.0,2016.0,010004990,5.0,1.0,0.0,4.0,1.0,-1,2016.0,010004990,2016,3,18,22
126290,2016010004998,530490.0,160150.0,-0.128579,51.325433,1,Slight,1,2,2016-04-12,Tuesday,01:40,Croydon,E09000008,4,2030,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01001016,3,1,04/12/2016,04/12/2016,1,9,0,16,,0,1,6,0,0,,,6,Female,24,21 - 25,1229,1,6,3,1,,1,1,2,2,22,5,3,0,0,1,0,0,9,1,1,2016.0,010004998,E09000008,0.0,0.0,2.0,2016.0,010004998,5.0,7.0,0.0,1.0,1.0,-1,2016.0,010004998,2016,4,2,1
126302,2016010005025,528950.0,184590.0,-0.141776,51.545427,1,Slight,2,1,2016-02-12,Friday,20:31,Camden,E09000007,3,400,6,20.0,6,4,6,0,,,4,1,2,0,0,1,1,E01000927,3,1,02/12/2016,02/12/2016,1,9,0,4,,1,0,0,0,0,,,6,Female,29,26 - 35,1995,1,5,3,1,,2,1,1,2,24,5,3,0,0,0,0,0,9,1,7,2016.0,010005025,E09000007,0.0,0.0,2.0,2016.0,010005025,5.0,1.0,0.0,1.0,1.0,-1,2016.0,010005025,2016,2,1,20
126323,2016010005057,540330.0,181760.0,0.021107,51.517284,1,Slight,1,1,2016-03-12,Saturday,18:56,Newham,E09000025,3,13,3,50.0,6,2,6,0,,,4,1,1,0,0,1,1,E01003508,3,1,03/12/2016,03/12/2016,1,9,0,18,,8,1,10,2,10,,,6,Male,23,21 - 25,1364,1,6,4,1,,1,1,1,1,23,5,3,0,0,0,0,0,9,1,4,2016.0,010005057,E09000025,0.0,0.0,2.0,2016.0,010005057,3.0,7.0,0.0,1.0,1.0,-1,2016.0,010005057,2016,3,1,18
126326,2016010005061,532260.0,190510.0,-0.091842,51.597862,1,Slight,2,1,2016-04-12,Tuesday,19:58,Haringey,E09000014,3,109,6,30.0,6,2,3,1080,,,4,1,1,0,0,1,1,E01002088,3,1,04/12/2016,04/12/2016,1,3,0,4,,1,0,0,0,0,,,2,Male,27,26 - 35,125,1,3,2,1,,1,1,1,1,27,6,3,0,0,0,0,0,3,1,2,2016.0,010005061,E09000014,0.0,5.0,2.0,2016.0,010005061,3.0,7.0,0.0,4.0,1.0,-1,2016.0,010005061,2016,4,1,19
126328,2016010005064,532770.0,179230.0,-0.088737,51.496374,1,Slight,2,1,2016-04-12,Tuesday,18:20,Southwark,E09000028,3,2,6,20.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003942,3,1,04/12/2016,04/12/2016,1,3,0,4,,3,0,0,0,0,,,6,Female,23,21 - 25,-1,-1,-1,2,1,,1,1,1,2,23,5,3,0,0,0,0,0,3,1,2,2016.0,010005064,E09000028,1.0,4.0,2.0,2016.0,010005064,0.0,1.0,0.0,1.0,1.0,-1,2016.0,010005064,2016,4,1,18
126329,2016010005065,547400.0,173040.0,0.119295,51.437131,1,Slight,2,2,2016-04-12,Tuesday,21:21,Bexley,E09000004,5,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01000443,3,1,04/12/2016,04/12/2016,1,9,0,5,,2,0,0,0,0,,,6,Female,18,16 - 20,1198,1,8,7,1,,1,1,1,2,18,4,3,0,0,0,0,0,9,1,7,2016.0,010005065,E09000004,0.0,0.0,2.0,2016.0,010005065,3.0,1.0,0.0,4.0,1.0,-1,2016.0,010005065,2016,4,2,21
126331,2016010005070,532550.0,164860.0,-0.097278,51.367285,1,Slight,1,1,2016-04-12,Tuesday,22:25,Croydon,E09000008,4,271,6,30.0,6,2,6,0,,,4,8,2,3,0,1,1,E01001047,3,1,04/12/2016,04/12/2016,1,3,0,4,,1,1,0,0,0,,,6,Male,24,21 - 25,125,1,0,2,1,,1,1,1,1,24,5,3,0,0,0,0,0,3,1,2,2016.0,010005070,E09000008,0.0,4.0,2.0,2016.0,010005070,7.0,3.0,0.0,0.0,1.0,-1,2016.0,010005070,2016,4,1,22
126334,2016010005076,519200.0,169700.0,-0.287334,51.413743,1,Slight,2,1,2016-04-12,Tuesday,19:35,Kingston upon Thames,E09000021,3,308,6,30.0,1,4,3,308,,,4,8,2,0,0,1,1,E01002935,3,1,04/12/2016,04/12/2016,1,9,0,18,,3,0,0,0,0,,,6,Male,33,26 - 35,1240,1,13,7,1,,2,1,1,1,16,4,3,0,0,0,0,0,1,1,8,2016.0,010005076,E09000021,0.0,0.0,2.0,2016.0,010005076,7.0,3.0,0.0,2.0,1.0,-1,2016.0,010005076,2016,4,1,19
126360,2016010005134,526560.0,172300.0,-0.180627,51.435516,1,Slight,2,1,2016-11-16,Wednesday,19:35,Wandsworth,E09000032,5,0,6,20.0,0,-1,-1,-1,,,4,2,2,0,0,1,3,E01004491,3,1,16/11/2016,16/11/2016,1,9,9,18,,0,0,0,0,0,,,6,Male,28,26 - 35,-1,-1,-1,1,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,1,2016.0,010005134,E09000032,1.0,0.0,2.0,2016.0,010005134,1.0,5.0,0.0,1.0,1.0,-1,2016.0,010005134,2016,11,1,19
126361,2016010005135,524760.0,178140.0,-0.20445,51.488401,1,Serious,2,4,2016-11-23,Wednesday,18:43,Hammersmith and Fulham,E09000013,4,317,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01001908,2,2,23/11/2016,23/11/2016,1,9,0,9,,8,1,0,7,0,,,6,Female,19,16 - 20,-1,-1,-1,3,1,,1,1,3,1,-1,-1,2,6,9,0,0,2,0,1,2,2016.0,010005135,E09000013,0.0,0.0,2.0,2016.0,010005135,4.0,2.0,0.0,1.0,1.0,-1,2016.0,010005135,2016,11,8,18
126408,2016010005243,513580.0,186850.0,-0.362599,51.56904,1,Slight,1,1,2016-05-12,Thursday,20:45,Harrow,E09000015,6,0,6,30.0,0,-1,-1,-1,,,4,1,4,0,0,1,1,E01002217,3,1,05/12/2016,05/12/2016,1,9,0,9,,0,1,0,0,0,,,2,Male,35,26 - 35,2496,1,10,2,1,,1,1,3,2,44,7,3,5,3,0,0,2,0,1,2,2016.0,010005243,E09000015,0.0,0.0,2.0,2016.0,010005243,7.0,5.0,0.0,1.0,1.0,-1,2016.0,010005243,2016,5,1,20
126409,2016010005244,534750.0,175680.0,-0.061584,51.464004,1,Slight,2,1,2016-05-12,Thursday,18:53,Southwark,E09000028,3,2214,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01004064,3,1,05/12/2016,05/12/2016,1,9,0,9,,5,0,0,0,0,,,6,Male,31,26 - 35,1388,1,11,2,1,,2,1,1,1,55,8,3,0,0,0,0,0,4,1,5,2016.0,010005244,E09000028,0.0,0.0,2.0,2016.0,010005244,7.0,3.0,0.0,3.0,1.0,-1,2016.0,010005244,2016,5,1,18
126415,2016010005251,517140.0,184580.0,-0.312012,51.54791,1,Slight,2,3,2016-05-12,Thursday,22:56,Brent,E09000005,3,4005,3,30.0,3,2,3,4090,,,4,1,1,0,0,1,1,E01001308,3,1,05/12/2016,05/12/2016,1,9,0,18,,8,1,0,1,1,,,6,Male,32,26 - 35,1998,1,11,6,1,,1,1,1,1,32,6,3,0,0,0,0,0,9,1,6,2016.0,010005251,E09000005,0.0,1.0,2.0,2016.0,010005251,5.0,1.0,0.0,3.0,1.0,-1,2016.0,010005251,2016,5,3,22
126416,2016010005252,537360.0,186930.0,-0.019654,51.564472,1,Slight,2,2,2016-05-12,Thursday,23:24,Waltham Forest,E09000031,3,1006,6,30.0,3,2,6,0,,,4,8,4,0,2,1,1,E01004434,3,1,05/12/2016,05/12/2016,1,9,0,3,,1,0,0,0,0,,,6,Female,29,26 - 35,1560,2,2,4,1,,1,1,1,2,29,6,3,0,0,0,0,0,9,1,4,2016.0,010005252,E09000031,0.0,0.0,2.0,2016.0,010005252,1.0,1.0,0.0,2.0,1.0,-1,2016.0,010005252,2016,5,2,23
126417,2016010005254,532630.0,173060.0,-0.093066,51.440959,1,Slight,2,2,2016-05-12,Thursday,22:50,Lambeth,E09000022,3,205,6,20.0,6,2,3,2199,,,4,1,1,0,0,1,1,E01003165,3,1,05/12/2016,05/12/2016,1,9,0,18,,8,0,7,0,0,,,6,Female,24,21 - 25,999,1,2,6,1,,1,1,1,2,24,5,3,0,0,0,0,0,9,1,6,2016.0,010005254,E09000022,0.0,5.0,2.0,2016.0,010005254,5.0,1.0,0.0,4.0,1.0,-1,2016.0,010005254,2016,5,2,22
126419,2016010005258,533660.0,188980.0,-0.072223,51.583783,1,Serious,2,1,2016-05-12,Thursday,22:30,Haringey,E09000014,3,504,3,30.0,7,2,3,10,,,4,1,2,0,0,1,1,E01002072,2,2,05/12/2016,05/12/2016,1,9,0,9,,8,0,0,0,0,,,6,Male,24,21 - 25,1598,1,11,2,1,,2,1,1,1,27,6,2,0,0,0,0,0,3,1,2,2016.0,010005258,E09000014,0.0,5.0,2.0,2016.0,010005258,1.0,7.0,0.0,4.0,1.0,-1,2016.0,010005258,2016,5,2,22
126429,2016010005296,541460.0,188980.0,0.040283,51.58188,1,Slight,4,1,2016-11-30,Wednesday,19:43,Redbridge,E09000026,3,406,3,50.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003794,3,1,30/11/2016,30/11/2016,1,9,0,18,,0,1,0,0,0,,,6,Male,26,26 - 35,3246,1,15,-1,-1,,2,1,1,1,23,5,3,0,0,0,0,0,9,-1,-1,2016.0,010005296,E09000026,0.0,0.0,2.0,2016.0,010005296,1.0,5.0,0.0,1.0,1.0,-1,2016.0,010005296,2016,11,1,19
126457,2016010005377,522290.0,166020.0,-0.24419,51.380011,1,Slight,2,1,2016-10-11,Tuesday,19:30,Sutton,E09000029,3,2043,9,30.0,3,-1,6,0,,,7,9,-1,9,9,1,3,E01004121,3,1,10/11/2016,10/11/2016,1,3,9,99,,9,9,0,9,0,,,6,Male,23,21 - 25,-1,-1,-1,7,1,,1,1,1,1,23,5,3,0,0,0,0,0,3,1,7,2016.0,010005377,E09000029,0.0,9.0,2.0,2016.0,010005377,9.0,9.0,99.0,9.0,1.0,-1,2016.0,010005377,2016,10,1,19
126461,2016010005396,539050.0,173100.0,-0.000735,51.43978,1,Slight,2,1,2016-11-24,Thursday,18:29,Lewisham,E09000023,6,0,6,30.0,3,-1,6,0,,,4,1,1,9,9,1,3,E01003218,3,1,24/11/2016,24/11/2016,1,9,9,18,,9,9,99,9,99,,,6,Male,34,26 - 35,1999,1,9,5,1,,1,1,1,1,34,6,3,0,0,0,0,0,9,1,5,2016.0,010005396,E09000023,0.0,9.0,2.0,2016.0,010005396,9.0,9.0,0.0,3.0,1.0,-1,2016.0,010005396,2016,11,1,18
126485,2016010005446,527410.0,176550.0,-0.166875,51.473521,1,Slight,1,1,2016-06-12,Sunday,02:30,Wandsworth,E09000032,6,0,6,30.0,0,-1,-1,-1,,,4,9,1,0,0,1,1,E01004577,3,1,06/12/2016,06/12/2016,1,9,0,17,,0,0,0,0,0,,,6,Male,28,26 - 35,1339,8,8,6,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,6,2016.0,010005446,E09000032,0.0,0.0,2.0,2016.0,010005446,8.0,4.0,0.0,1.0,1.0,-1,2016.0,010005446,2016,6,1,2
126488,2016010005455,522500.0,170280.0,-0.239705,51.418253,1,Slight,1,1,2016-07-12,Tuesday,00:05,Merton,E09000024,5,0,6,30.0,3,4,6,0,,,4,2,2,0,0,1,1,E01003463,3,1,07/12/2016,07/12/2016,1,9,0,16,,2,1,10,0,0,,,6,Male,28,26 - 35,1199,1,15,8,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,8,2016.0,010005455,E09000024,0.0,0.0,2.0,2016.0,010005455,7.0,3.0,0.0,1.0,1.0,-1,2016.0,010005455,2016,7,1,0
126494,2016010005475,527770.0,168930.0,-0.164442,51.404958,1,Slight,2,2,2016-11-27,Sunday,18:09,Merton,E09000024,3,217,2,30.0,9,2,5,0,,,4,9,1,9,0,1,3,E01003379,3,1,27/11/2016,27/11/2016,1,9,0,99,,1,9,0,9,0,,,6,Female,20,16 - 20,-1,-1,-1,10,1,,1,1,1,2,20,4,3,0,0,0,0,0,9,1,10,2016.0,010005475,E09000024,0.0,5.0,2.0,2016.0,010005475,9.0,9.0,99.0,2.0,9.0,-1,2016.0,010005475,2016,11,2,18
126514,2016010005556,523270.0,180730.0,-0.224996,51.512005,1,Slight,2,1,2016-11-19,Saturday,20:50,Hammersmith and Fulham,E09000013,3,219,6,30.0,0,-1,-1,-1,,,4,2,2,9,0,1,3,E01001874,3,1,19/11/2016,19/11/2016,1,3,0,18,,0,0,99,0,0,,,6,Male,23,21 - 25,-1,-1,-1,1,1,,1,1,1,1,23,5,3,0,0,0,0,0,3,1,1,2016.0,010005556,E09000013,0.0,9.0,2.0,2016.0,010005556,5.0,1.0,0.0,1.0,1.0,-1,2016.0,010005556,2016,11,1,20
126544,2016010005644,532730.0,184810.0,-0.087212,51.546529,1,Slight,3,1,2016-07-12,Tuesday,18:51,Islington,E09000019,3,104,3,30.0,3,2,3,105,,,4,1,1,0,0,1,1,E01002716,3,1,07/12/2016,07/12/2016,1,9,0,9,,8,0,0,0,0,,,1,Male,25,21 - 25,1560,2,3,2,1,,2,1,1,1,52,8,3,0,0,0,0,0,90,1,2,2016.0,010005644,E09000019,0.0,0.0,2.0,2016.0,010005644,1.0,7.0,0.0,1.0,1.0,-1,2016.0,010005644,2016,7,1,18
